r= 2 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
U[79,2]   0.16    0.38 0.90 -1.84 -0.37  0.14  0.74  1.91     6  1.22
U[80,1]  -0.04    0.14 0.23 -0.35 -0.23 -0.09  0.16  0.42     3  1.90
U[80,2]   0.00    0.19 0.29 -0.46 -0.28 -0.02  0.24  0.49     2  2.40
U[81,1]  -0.03    0.18 0.26 -0.41 -0.27 -0.06  0.13  0.45     2  3.69
U[81,2]  -0.03    0.16 0.24 -0.52 -0.20 -0.01  0.18  0.31     2  2.97
U[82,1]  -0.09    0.13 0.19 -0.35 -0.22 -0.16  0.06  0.31     2  3.16
U[82,2]  -0.04    0.15 0.23 -0.38 -0.24 -0.06  0.15  0.34     2  4.05
U[83,1]   0.12    0.38 0.55 -0.91 -0.21  0.23  0.59  0.81     2  5.56
U[83,2]   0.07    0.35 0.50 -0.65 -0.45  0.03  0.48  0.89     2  5.30
U[84,1]  -0.30    0.61 0.87 -1.26 -1.04 -0.48  0.20  1.27     2  6.83
U[84,2]  -0.17    0.63 0.90 -1.50 -1.05 -0.15  0.71  0.98     2  7.07
U[85,1]  -0.09    0.35 0.50 -0.69 -0.51 -0.22  0.36  0.78     2  5.15
U[85,2]  -0.02    0.32 0.46 -0.73 -0.46  0.08  0.36  0.67     2  4.71
U[86,1]  -0.02    0.43 0.64 -1.07 -0.48 -0.10  0.59  1.03     2  4.10
U[86,2]   0.05    0.34 0.52 -0.82 -0.22  0.02  0.29  1.17     2  2.72
U[87,1]  -0.10    0.30 0.44 -0.69 -0.47 -0.18  0.17  0.74     2  4.49
U[87,2]  -0.07    0.29 0.43 -0.88 -0.44 -0.02  0.33  0.52     2  3.91
U[88,1]   0.02    0.34 0.51 -0.85 -0.35 -0.04  0.46  0.90     2  3.04
U[88,2]   0.02    0.30 0.45 -0.77 -0.32  0.04  0.31  0.90     2  2.61
U[89,1]   0.38    0.49 0.71 -0.95 -0.14  0.60  0.87  1.35     2  4.16
U[89,2]   0.18    0.59 0.86 -1.11 -0.58  0.22  0.99  1.36     2  4.98
U[90,1]   0.10    0.38 0.63 -1.19 -0.40  0.29  0.60  1.01     3  2.08
U[90,2]   0.08    0.41 0.64 -0.92 -0.46  0.03  0.63  1.22     2  2.22
U[91,1]  -0.24    0.39 0.64 -1.36 -0.64 -0.35  0.09  1.20     3  2.17
U[91,2]  -0.12    0.43 0.68 -1.28 -0.75 -0.04  0.45  0.97     3  2.27
U[92,1]   0.02    0.03 0.26 -0.53 -0.14  0.04  0.18  0.48   100  1.01
U[92,2]   0.03    0.06 0.34 -0.75 -0.17  0.02  0.25  0.63    34  1.06
U[93,1]  -0.11    0.65 0.93 -1.34 -0.86 -0.39  0.88  1.48     2  5.65
U[93,2]   0.04    0.54 0.79 -1.24 -0.53  0.16  0.56  1.36     2  4.17
U[94,1]   0.06    0.19 0.29 -0.47 -0.19  0.13  0.27  0.53     2  2.51
U[94,2]   0.00    0.17 0.26 -0.52 -0.18 -0.01  0.23  0.43     2  2.29
U[95,1]   0.55    0.82 1.19 -1.64  0.00  0.88  1.49  2.05     2  5.13
U[95,2]   0.25    0.90 1.29 -1.35 -1.00  0.12  1.52  2.18     2  5.70
U[96,1]  -0.30    0.28 0.42 -0.97 -0.62 -0.43  0.06  0.49     2  2.70
U[96,2]  -0.10    0.37 0.54 -0.90 -0.59 -0.12  0.37  0.87     2  3.31
U[97,1]  -0.21    0.16 0.26 -0.66 -0.42 -0.22  0.00  0.25     3  2.02
U[97,2]  -0.07    0.21 0.32 -0.57 -0.31 -0.13  0.16  0.51     2  2.60
U[98,1]  -0.18    0.53 0.76 -1.17 -0.87 -0.17  0.39  1.12     2  6.37
U[98,2]  -0.09    0.47 0.67 -1.15 -0.68  0.01  0.51  0.98     2  5.30
U[99,1]   0.16    0.24 0.57 -0.98 -0.21  0.20  0.54  1.17     5  1.24
U[99,2]   0.03    0.10 0.51 -0.94 -0.35  0.04  0.41  0.99    24  1.11
U[100,1] -1.68    1.34 1.94 -4.24 -3.56 -1.81  0.25  0.96     2  5.49
U[100,2] -0.65    2.00 2.86 -4.13 -2.72 -1.38  0.65  4.36     2  8.74
U[101,1] -0.96    1.95 2.79 -3.81 -3.31 -1.88  0.60  3.83     2 11.31
U[101,2] -0.51    1.94 2.76 -4.38 -3.21 -0.32  2.29  2.80     2 10.82
U[102,1] -0.01    0.07 0.66 -1.30 -0.43 -0.01  0.41  1.24    85  1.04
U[102,2]  0.02    0.04 0.70 -1.33 -0.45  0.02  0.50  1.29   331  1.00
U[103,1]  0.17    0.89 1.28 -1.98 -0.67  0.22  1.33  1.98     2  6.92
U[103,2]  0.18    0.82 1.18 -1.55 -0.82  0.07  1.21  2.11     2  5.53
U[104,1] -0.64    0.77 1.14 -2.16 -1.42 -1.05  0.05  1.62     2  3.75
U[104,2] -0.34    0.93 1.35 -2.27 -1.57 -0.33  0.88  1.91     2  4.65
U[105,1] -0.53    0.46 0.69 -1.65 -1.13 -0.58  0.06  0.66     2  2.63
U[105,2] -0.18    0.61 0.90 -1.48 -0.97 -0.27  0.74  1.42     2  3.26
U[106,1]  0.40    0.87 1.27 -1.94 -0.41  0.56  1.48  2.09     2  3.82
U[106,2]  0.18    0.85 1.25 -1.60 -1.01  0.00  1.28  2.31     2  3.90
U[107,1] -0.15    0.54 0.80 -1.16 -0.80 -0.39  0.66  1.33     2  3.90
U[107,2]  0.00    0.56 0.82 -1.29 -0.71  0.12  0.70  1.28     2  3.86
U[108,1] -0.03    0.36 0.64 -1.07 -0.51 -0.13  0.43  1.29     3  1.63
U[108,2] -0.01    0.15 0.47 -1.00 -0.25  0.02  0.29  0.84     9  1.14
U[109,1] -0.06    0.60 0.93 -1.64 -0.66 -0.20  0.71  1.71     2  2.39
U[109,2]  0.06    0.58 0.89 -1.46 -0.56  0.08  0.60  1.73     2  2.44
U[110,1] -0.55    0.52 0.80 -1.78 -1.26 -0.66  0.16  0.83     2  2.39
U[110,2] -0.23    0.71 1.04 -1.68 -0.98 -0.51  0.55  1.70     2  3.51
U[111,1]  0.13    0.40 0.64 -1.28 -0.38  0.28  0.60  1.17     3  1.96
U[111,2]  0.00    0.43 0.68 -1.40 -0.49 -0.01  0.58  1.18     3  2.07
U[112,1]  0.29    0.38 0.58 -0.90 -0.06  0.39  0.69  1.23     2  2.53
U[112,2]  0.17    0.44 0.67 -0.78 -0.39  0.07  0.66  1.53     2  2.68
U[113,1]  0.23    0.32 0.80 -1.41 -0.30  0.23  0.77  1.76     6  1.19
U[113,2]  0.08    0.41 0.81 -1.45 -0.50  0.14  0.67  1.52     4  1.41
U[114,1] -0.13    0.66 0.95 -1.45 -0.95 -0.17  0.44  1.52     2  5.00
U[114,2] -0.10    0.63 0.91 -1.71 -0.84 -0.02  0.73  1.24     2  4.89
U[115,1]  0.38    0.83 1.20 -1.86 -0.27  0.79  1.33  1.87     2  5.32
U[115,2]  0.18    0.79 1.14 -1.30 -0.93  0.05  1.23  1.93     2  5.90
U[116,1]  1.62    1.42 2.08 -1.83 -0.27  2.03  3.58  4.33     2  4.26
U[116,2]  0.68    2.00 2.87 -4.38 -1.42  1.50  2.97  4.27     2  6.43
U[117,1] -0.37    1.36 1.94 -2.74 -2.08 -0.70  0.99  2.88     2  8.73
U[117,2] -0.24    1.28 1.83 -3.18 -1.71 -0.10  1.43  2.39     2  7.15
U[118,1]  0.44    0.38 0.74 -1.09 -0.06  0.49  0.97  1.70     4  1.42
U[118,2]  0.16    0.50 0.85 -1.42 -0.50  0.25  0.79  1.73     3  1.71
U[119,1] -1.10    0.98 1.47 -3.18 -2.37 -1.33  0.12  1.49     2  3.05
U[119,2] -0.40    1.37 2.00 -2.96 -2.09 -1.03  1.48  3.21     2  4.03
U[120,1] -0.75    0.82 1.27 -2.58 -1.65 -1.05  0.07  1.90     2  2.49
U[120,2] -0.21    0.94 1.43 -2.48 -1.49 -0.43  1.12  2.36     2  2.59
U[121,1]  0.70    1.07 1.54 -2.11 -0.15  1.10  1.95  2.58     2  5.56
U[121,2]  0.35    1.16 1.66 -1.73 -1.24  0.18  1.82  3.02     2  5.93
U[122,1]  0.88    0.78 1.15 -1.18 -0.09  1.14  1.91  2.38     2  3.56
U[122,2]  0.32    1.13 1.64 -2.43 -1.19  0.95  1.72  2.35     2  4.93
U[123,1]  0.88    0.77 1.15 -1.16 -0.18  0.99  1.97  2.51     2  3.06
U[123,2]  0.30    1.06 1.55 -2.41 -1.27  0.72  1.51  2.52     2  3.91
U[124,1]  1.02    0.98 1.43 -1.68 -0.18  1.49  2.27  2.95     2  4.13
U[124,2]  0.44    1.33 1.92 -3.01 -0.92  0.70  2.04  2.98     2  5.39
U[125,1] -0.27    0.58 0.98 -1.76 -1.01 -0.41  0.43  1.70     3  1.74
U[125,2] -0.09    0.53 0.95 -1.71 -0.78 -0.14  0.52  1.80     3  1.60
U[126,1] -0.02    1.13 1.65 -2.76 -1.55  0.24  1.45  2.45     2  4.40
U[126,2] -0.09    0.95 1.39 -2.51 -0.95 -0.16  0.98  2.22     2  3.62
U[127,1] -0.53    0.65 1.02 -1.96 -1.36 -0.75  0.08  1.60     2  2.29
U[127,2] -0.28    0.80 1.22 -1.96 -1.38 -0.51  0.87  1.82     2  2.70
U[128,1] -0.01    1.34 1.96 -3.22 -1.70 -0.06  1.59  3.31     2  3.92
U[128,2] -0.06    1.19 1.76 -3.15 -1.34 -0.06  1.26  2.83     2  3.32
U[129,1] -0.32    0.87 1.32 -2.39 -1.36 -0.57  0.64  2.27     2  2.82
U[129,2] -0.06    0.81 1.24 -2.23 -1.14 -0.04  0.86  2.19     2  2.63
U[130,1] -0.34    0.98 1.44 -2.58 -1.37 -0.66  0.85  2.38     2  3.53
U[130,2] -0.02    0.85 1.27 -2.21 -1.08  0.10  0.94  2.09     2  3.07
U[131,1] -0.09    0.92 1.37 -2.77 -0.97 -0.30  1.08  2.24     2  3.00
U[131,2]  0.03    0.78 1.17 -1.97 -0.88  0.06  0.91  2.14     2  3.05
U[132,1] -0.12    0.78 1.21 -2.20 -0.89 -0.27  0.82  2.05     2  2.45
U[132,2]  0.05    0.74 1.16 -2.29 -0.80  0.20  0.82  2.21     2  2.30
U[133,1] -0.71    0.98 1.46 -2.35 -1.83 -1.28  0.47  2.22     2  3.26
U[133,2] -0.19    1.14 1.66 -2.51 -1.78 -0.48  1.43  2.19     2  3.92
U[134,1]  0.87    1.02 1.54 -2.38 -0.17  1.28  2.05  2.84     2  2.84
U[134,2]  0.36    1.15 1.71 -2.42 -1.16  0.57  1.95  2.74     2  3.16
U[135,1]  0.21    0.59 0.92 -1.70 -0.33  0.37  0.87  1.69     2  2.32
U[135,2]  0.09    0.53 0.85 -1.26 -0.62 -0.02  0.79  1.70     3  2.08
U[136,1]  0.51    0.60 0.93 -1.54  0.07  0.73  1.08  2.00     2  2.35
U[136,2]  0.21    0.71 1.07 -1.75 -0.74  0.20  1.19  1.79     2  2.82
U[137,1]  0.35    1.74 2.51 -4.07 -1.93  0.99  2.49  3.65     2  5.07
U[137,2]  0.05    1.59 2.31 -3.26 -1.88 -0.29  2.05  3.92     2  4.33
U[138,1]  0.50    0.69 1.08 -1.88 -0.10  0.76  1.18  2.17     2  2.43
U[138,2]  0.20    0.75 1.14 -1.67 -0.81  0.27  1.22  1.92     2  2.72
U[139,1]  0.39    1.17 1.72 -2.96 -0.59  0.79  1.84  2.71     2  3.62
U[139,2]  0.26    1.10 1.62 -2.03 -1.29  0.10  1.68  3.06     2  3.47
U[140,1] -1.06    1.14 1.71 -3.28 -2.42 -1.54  0.02  2.35     2  3.09
U[140,2] -0.39    1.41 2.06 -3.09 -2.16 -0.96  1.44  3.31     2  3.68
U[141,1] -0.16    1.18 1.76 -2.86 -1.60 -0.52  1.40  2.91     2  2.95
U[141,2]  0.04    1.05 1.58 -2.81 -1.08  0.22  1.15  2.75     2  2.90
U[142,1]  0.32    1.49 2.14 -3.35 -1.53  0.79  2.04  3.37     2  5.06
U[142,2]  0.02    1.32 1.94 -3.04 -1.63 -0.16  1.70  3.29     2  4.04
U[143,1]  0.78    0.68 1.16 -1.42 -0.21  0.88  1.63  2.90     3  1.71
U[143,2]  0.31    0.90 1.39 -2.41 -0.65  0.57  1.36  2.52     2  2.38
U[144,1]  0.17    0.77 1.19 -2.15 -0.78  0.48  1.09  2.06     2  2.33
U[144,2]  0.07    0.69 1.11 -1.72 -0.84  0.03  0.97  2.01     3  2.15
