r= 10 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
U[16,8]    0.05    0.07 0.25 -0.41 -0.15  0.07  0.24  0.51    13 1.48
U[16,9]    0.13    0.10 0.24 -0.32 -0.03  0.14  0.30  0.55     5 1.50
U[16,10]  -0.12    0.04 0.22 -0.56 -0.26 -0.13  0.04  0.33    27 1.20
U[17,1]    0.04    0.04 0.18 -0.35 -0.07  0.06  0.16  0.35    22 1.18
U[17,2]    0.00    0.10 0.22 -0.37 -0.17  0.00  0.17  0.41     5 1.35
U[17,3]    0.04    0.04 0.20 -0.33 -0.10  0.05  0.16  0.44    28 1.12
U[17,4]    0.02    0.11 0.23 -0.44 -0.09  0.01  0.15  0.50     5 1.30
U[17,5]   -0.04    0.05 0.20 -0.40 -0.17 -0.05  0.09  0.33    19 1.21
U[17,6]   -0.07    0.06 0.25 -0.56 -0.23 -0.08  0.09  0.41    17 1.27
U[17,7]   -0.05    0.08 0.21 -0.48 -0.19 -0.06  0.09  0.36     7 1.33
U[17,8]   -0.02    0.05 0.24 -0.45 -0.19 -0.02  0.13  0.46    20 1.19
U[17,9]    0.12    0.10 0.21 -0.25 -0.03  0.11  0.28  0.52     4 1.40
U[17,10]  -0.07    0.03 0.19 -0.43 -0.20 -0.07  0.05  0.32    31 1.11
U[18,1]    0.09    0.09 0.18 -0.33 -0.05  0.13  0.22  0.36     4 1.43
U[18,2]    0.01    0.11 0.21 -0.39 -0.16 -0.01  0.17  0.42     4 1.57
U[18,3]    0.00    0.08 0.20 -0.38 -0.12 -0.01  0.14  0.39     6 1.45
U[18,4]   -0.01    0.07 0.19 -0.43 -0.12 -0.01  0.10  0.39     8 1.26
U[18,5]    0.03    0.10 0.22 -0.41 -0.12  0.03  0.18  0.39     5 1.47
U[18,6]   -0.08    0.03 0.20 -0.45 -0.22 -0.10  0.05  0.32    51 1.07
U[18,7]    0.00    0.03 0.20 -0.36 -0.11 -0.01  0.08  0.44    38 1.09
U[18,8]   -0.04    0.03 0.17 -0.35 -0.16 -0.04  0.07  0.29    37 1.08
U[18,9]    0.08    0.10 0.21 -0.24 -0.07  0.07  0.22  0.51     4 1.51
U[18,10]  -0.15    0.06 0.23 -0.58 -0.30 -0.14 -0.01  0.34    15 1.36
U[19,1]    0.11    0.04 0.15 -0.20  0.02  0.10  0.23  0.42    18 1.20
U[19,2]   -0.02    0.13 0.27 -0.52 -0.21 -0.05  0.20  0.47     4 1.60
U[19,3]   -0.05    0.06 0.20 -0.51 -0.19 -0.05  0.10  0.36    12 1.24
U[19,4]    0.01    0.03 0.16 -0.33 -0.09  0.02  0.10  0.31    32 1.11
U[19,5]   -0.04    0.12 0.26 -0.47 -0.20 -0.05  0.10  0.59     4 1.64
U[19,6]   -0.01    0.04 0.20 -0.41 -0.14 -0.01  0.13  0.37    32 1.06
U[19,7]   -0.09    0.12 0.25 -0.52 -0.27 -0.09  0.04  0.40     4 1.47
U[19,8]   -0.04    0.05 0.22 -0.43 -0.19 -0.07  0.11  0.40    21 1.30
U[19,9]    0.09    0.09 0.22 -0.30 -0.08  0.10  0.25  0.50     6 1.41
U[19,10]  -0.04    0.04 0.20 -0.41 -0.17 -0.06  0.09  0.38    22 1.19
U[20,1]    0.09    0.12 0.20 -0.36 -0.04  0.12  0.23  0.41     3 1.74
U[20,2]   -0.03    0.05 0.19 -0.39 -0.16 -0.04  0.13  0.33    16 1.25
U[20,3]   -0.05    0.05 0.22 -0.42 -0.21 -0.05  0.09  0.46    21 1.33
U[20,4]   -0.04    0.05 0.22 -0.44 -0.18 -0.06  0.10  0.36    18 1.20
U[20,5]   -0.08    0.03 0.17 -0.47 -0.18 -0.08  0.02  0.23    37 1.14
U[20,6]    0.03    0.05 0.24 -0.42 -0.15  0.03  0.18  0.53    23 1.26
U[20,7]   -0.06    0.03 0.20 -0.49 -0.20 -0.06  0.09  0.34    40 1.13
U[20,8]    0.01    0.11 0.23 -0.44 -0.14  0.02  0.18  0.43     4 1.42
U[20,9]    0.04    0.08 0.22 -0.36 -0.09  0.03  0.16  0.54     7 1.34
U[20,10]  -0.15    0.05 0.25 -0.54 -0.32 -0.17  0.01  0.44    25 1.24
U[21,1]    0.11    0.09 0.19 -0.33  0.02  0.14  0.22  0.43     4 1.44
U[21,2]   -0.01    0.12 0.23 -0.43 -0.19 -0.05  0.17  0.40     4 1.65
U[21,3]    0.00    0.09 0.21 -0.35 -0.17 -0.04  0.16  0.46     5 1.33
U[21,4]   -0.04    0.06 0.22 -0.45 -0.19 -0.06  0.11  0.36    14 1.51
U[21,5]    0.02    0.08 0.24 -0.50 -0.14  0.01  0.17  0.46     9 1.73
U[21,6]    0.00    0.10 0.24 -0.44 -0.14  0.01  0.14  0.49     6 1.40
U[21,7]   -0.03    0.06 0.20 -0.41 -0.16 -0.04  0.08  0.37    10 1.28
U[21,8]   -0.02    0.02 0.16 -0.37 -0.12 -0.01  0.09  0.28    50 1.10
U[21,9]    0.05    0.06 0.18 -0.29 -0.06  0.04  0.14  0.46     8 1.35
U[21,10]  -0.01    0.05 0.23 -0.40 -0.18 -0.02  0.16  0.45    21 1.34
U[22,1]    0.07    0.03 0.15 -0.31 -0.01  0.07  0.18  0.34    28 1.22
U[22,2]   -0.01    0.06 0.21 -0.39 -0.16  0.00  0.16  0.36    13 1.28
U[22,3]   -0.04    0.04 0.19 -0.39 -0.17 -0.05  0.10  0.34    28 1.19
U[22,4]   -0.01    0.10 0.22 -0.45 -0.16 -0.01  0.15  0.41     5 1.39
U[22,5]    0.00    0.03 0.16 -0.36 -0.11  0.01  0.11  0.28    33 1.11
U[22,6]    0.03    0.05 0.20 -0.37 -0.09  0.04  0.14  0.50    14 1.24
U[22,7]    0.04    0.03 0.19 -0.31 -0.08  0.02  0.16  0.41    31 1.11
U[22,8]    0.02    0.02 0.16 -0.37 -0.07  0.03  0.12  0.32    62 1.04
U[22,9]    0.02    0.06 0.22 -0.34 -0.14  0.00  0.19  0.45    13 1.48
U[22,10]  -0.01    0.06 0.26 -0.57 -0.18 -0.02  0.16  0.48    16 1.31
U[23,1]    0.05    0.05 0.14 -0.27 -0.01  0.07  0.14  0.25     7 1.24
U[23,2]    0.03    0.05 0.17 -0.32 -0.10  0.03  0.15  0.35    11 1.36
U[23,3]    0.00    0.05 0.20 -0.36 -0.18  0.00  0.15  0.35    20 1.21
U[23,4]    0.00    0.02 0.17 -0.32 -0.11  0.01  0.10  0.31    46 1.09
U[23,5]    0.00    0.03 0.18 -0.44 -0.07  0.00  0.10  0.34    33 1.04
U[23,6]   -0.01    0.03 0.17 -0.30 -0.14 -0.03  0.10  0.36    31 1.07
U[23,7]   -0.04    0.05 0.17 -0.36 -0.16 -0.05  0.05  0.32    12 1.25
U[23,8]    0.03    0.05 0.23 -0.39 -0.11  0.03  0.19  0.42    22 1.21
U[23,9]    0.00    0.03 0.16 -0.32 -0.10  0.01  0.11  0.27    40 1.08
U[23,10]  -0.06    0.03 0.20 -0.43 -0.19 -0.07  0.08  0.34    37 1.08
U[24,1]    0.07    0.07 0.19 -0.45 -0.03  0.09  0.21  0.37     7 1.35
U[24,2]    0.11    0.10 0.24 -0.35 -0.04  0.12  0.25  0.63     6 1.50
U[24,3]   -0.02    0.10 0.22 -0.41 -0.19 -0.04  0.15  0.39     5 1.36
U[24,4]   -0.02    0.03 0.17 -0.35 -0.13 -0.03  0.09  0.32    28 1.12
U[24,5]   -0.02    0.10 0.21 -0.44 -0.14 -0.01  0.10  0.38     4 1.45
U[24,6]   -0.04    0.04 0.18 -0.38 -0.16 -0.04  0.08  0.32    18 1.18
U[24,7]    0.01    0.07 0.18 -0.39 -0.11  0.01  0.13  0.34     7 1.37
U[24,8]   -0.03    0.04 0.19 -0.35 -0.17 -0.03  0.09  0.36    26 1.16
U[24,9]    0.03    0.09 0.21 -0.42 -0.08  0.04  0.16  0.41     5 1.35
U[24,10]  -0.04    0.03 0.20 -0.39 -0.19 -0.04  0.11  0.33    39 1.09
U[25,1]    0.03    0.07 0.17 -0.37 -0.07  0.02  0.12  0.37     6 1.21
U[25,2]   -0.07    0.06 0.17 -0.40 -0.18 -0.06  0.04  0.28     9 1.29
U[25,3]    0.00    0.03 0.15 -0.29 -0.11 -0.01  0.10  0.30    26 1.14
U[25,4]   -0.01    0.08 0.19 -0.41 -0.12 -0.01  0.12  0.33     6 1.23
U[25,5]    0.01    0.05 0.21 -0.51 -0.10  0.03  0.15  0.32    15 1.34
U[25,6]   -0.04    0.05 0.18 -0.40 -0.16 -0.06  0.08  0.30    15 1.14
U[25,7]   -0.04    0.04 0.22 -0.48 -0.17 -0.04  0.10  0.45    25 1.12
U[25,8]    0.01    0.04 0.18 -0.32 -0.12  0.01  0.13  0.37    16 1.33
U[25,9]    0.02    0.03 0.16 -0.26 -0.08  0.02  0.10  0.43    30 1.17
U[25,10]  -0.03    0.06 0.20 -0.46 -0.13 -0.01  0.10  0.36    12 1.37
U[26,1]    0.19    0.16 0.27 -0.38 -0.02  0.24  0.39  0.65     3 1.69
U[26,2]    0.03    0.23 0.36 -0.62 -0.28 -0.03  0.38  0.62     3 2.64
U[26,3]    0.04    0.08 0.22 -0.34 -0.14  0.04  0.21  0.46     7 1.49
U[26,4]   -0.01    0.08 0.21 -0.42 -0.16  0.01  0.13  0.36     7 1.35
U[26,5]    0.01    0.14 0.26 -0.59 -0.18  0.02  0.20  0.44     3 1.55
U[26,6]    0.02    0.13 0.26 -0.44 -0.16  0.00  0.18  0.52     4 1.59
U[26,7]   -0.06    0.12 0.29 -0.61 -0.24 -0.06  0.12  0.56     6 1.51
U[26,8]   -0.08    0.06 0.24 -0.62 -0.21 -0.05  0.10  0.32    14 1.47
U[26,9]    0.11    0.12 0.23 -0.28 -0.08  0.10  0.30  0.53     4 1.54
U[26,10]  -0.18    0.11 0.26 -0.68 -0.34 -0.17 -0.01  0.31     5 1.27
U[27,1]    0.09    0.03 0.15 -0.22  0.01  0.09  0.17  0.40    27 1.23
U[27,2]    0.01    0.05 0.16 -0.29 -0.09  0.02  0.11  0.30     9 1.31
U[27,3]    0.00    0.05 0.21 -0.36 -0.16  0.00  0.17  0.41    18 1.29
U[27,4]    0.03    0.06 0.19 -0.36 -0.09  0.02  0.16  0.42     9 1.30
U[27,5]    0.02    0.08 0.18 -0.34 -0.08  0.02  0.11  0.44     5 1.40
U[27,6]   -0.08    0.04 0.20 -0.45 -0.22 -0.10  0.02  0.38    25 1.20
U[27,7]   -0.09    0.06 0.17 -0.44 -0.20 -0.07  0.02  0.21     7 1.21
U[27,8]    0.00    0.04 0.21 -0.39 -0.13 -0.03  0.12  0.48    33 1.11
U[27,9]   -0.02    0.03 0.15 -0.30 -0.11 -0.03  0.06  0.35    22 1.13
U[27,10]  -0.05    0.04 0.18 -0.44 -0.16 -0.07  0.06  0.31    23 1.22
U[28,1]    0.11    0.04 0.19 -0.37  0.01  0.15  0.24  0.38    20 1.29
U[28,2]    0.05    0.06 0.20 -0.33 -0.09  0.02  0.16  0.45    11 1.21
U[28,3]   -0.08    0.07 0.21 -0.49 -0.22 -0.08  0.06  0.37     9 1.19
U[28,4]   -0.02    0.08 0.20 -0.39 -0.15 -0.05  0.10  0.49     6 1.22
U[28,5]    0.00    0.03 0.16 -0.34 -0.10 -0.01  0.10  0.37    36 1.12
U[28,6]   -0.03    0.11 0.24 -0.54 -0.17 -0.01  0.14  0.36     5 1.28
U[28,7]   -0.07    0.11 0.23 -0.49 -0.22 -0.09  0.06  0.39     4 1.36
U[28,8]    0.00    0.12 0.26 -0.43 -0.19  0.00  0.18  0.53     4 1.34
U[28,9]    0.06    0.11 0.23 -0.37 -0.11  0.04  0.22  0.54     5 1.44
U[28,10]  -0.15    0.05 0.26 -0.69 -0.33 -0.11  0.03  0.28    26 1.15
U[29,1]    0.00    0.02 0.14 -0.31 -0.06  0.02  0.08  0.26    50 1.04
U[29,2]    0.02    0.03 0.17 -0.31 -0.08  0.03  0.14  0.36    34 1.09
U[29,3]    0.00    0.04 0.19 -0.33 -0.13 -0.01  0.14  0.38    18 1.30
U[29,4]    0.04    0.04 0.19 -0.29 -0.09  0.03  0.16  0.44    25 1.13
U[29,5]    0.02    0.07 0.19 -0.30 -0.10  0.01  0.13  0.47     7 1.16
U[29,6]    0.04    0.03 0.19 -0.35 -0.08  0.04  0.16  0.43    31 1.21
U[29,7]    0.02    0.03 0.17 -0.36 -0.11  0.02  0.14  0.32    30 1.10
U[29,8]   -0.05    0.08 0.22 -0.41 -0.22 -0.04  0.08  0.43     8 1.31
