r= 5 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
U[32,2]  -0.04    0.04 0.06 -0.14 -0.08 -0.04  0.01  0.06     3  2.45
U[32,3]  -0.02    0.04 0.06 -0.13 -0.07 -0.04  0.01  0.11     3  1.94
U[32,4]   0.00    0.04 0.06 -0.07 -0.04 -0.03  0.03  0.11     2  2.86
U[32,5]   0.01    0.03 0.05 -0.06 -0.03 -0.01  0.04  0.11     2  2.93
U[33,1]   0.02    0.01 0.04 -0.11  0.01  0.03  0.04  0.07    10  1.69
U[33,2]  -0.06    0.05 0.07 -0.16 -0.11 -0.07  0.00  0.09     2  3.14
U[33,3]   0.02    0.04 0.07 -0.12 -0.02  0.04  0.07  0.11     3  2.47
U[33,4]   0.01    0.07 0.10 -0.12 -0.09  0.02  0.10  0.17     2  5.09
U[33,5]   0.02    0.06 0.08 -0.11 -0.04  0.01  0.07  0.15     2  4.73
U[34,1]   0.01    0.11 0.18 -0.34 -0.11  0.02  0.16  0.30     3  3.30
U[34,2]   0.06    0.14 0.21 -0.37 -0.09  0.08  0.24  0.37     2  4.33
U[34,3]   0.03    0.13 0.20 -0.37 -0.13  0.10  0.19  0.28     2  2.85
U[34,4]   0.10    0.15 0.22 -0.23 -0.12  0.07  0.30  0.45     2  5.57
U[34,5]   0.02    0.12 0.17 -0.33 -0.07  0.08  0.15  0.24     2  3.19
U[35,1]   0.02    0.05 0.07 -0.11 -0.03  0.01  0.08  0.15     3  2.16
U[35,2]  -0.14    0.05 0.08 -0.28 -0.19 -0.14 -0.09  0.02     3  2.11
U[35,3]  -0.02    0.04 0.08 -0.17 -0.07 -0.02  0.03  0.14     4  1.74
U[35,4]  -0.01    0.11 0.16 -0.24 -0.14 -0.04  0.06  0.26     2  5.57
U[35,5]  -0.04    0.08 0.11 -0.17 -0.11 -0.09  0.03  0.21     2  4.14
U[36,1]  -0.03    0.05 0.07 -0.14 -0.07 -0.04  0.02  0.12     2  3.10
U[36,2]   0.04    0.07 0.10 -0.15 -0.06  0.07  0.11  0.18     2  3.54
U[36,3]   0.07    0.08 0.11 -0.16  0.00  0.11  0.15  0.21     2  3.78
U[36,4]  -0.03    0.04 0.06 -0.13 -0.09  0.00  0.02  0.06     3  2.99
U[36,5]   0.02    0.06 0.10 -0.17 -0.04  0.06  0.09  0.14     2  4.41
U[37,1]  -0.01    0.19 0.46 -0.87 -0.33  0.00  0.32  0.84     6  1.22
U[37,2]  -0.04    0.05 0.44 -0.91 -0.31 -0.05  0.25  0.91    86  1.06
U[37,3]   0.08    0.04 0.42 -0.72 -0.22  0.04  0.33  0.90    91  1.02
U[37,4]  -0.01    0.04 0.36 -0.63 -0.24 -0.02  0.24  0.69    65  1.09
U[37,5]   0.19    0.04 0.37 -0.51 -0.07  0.19  0.44  0.91    91  1.03
U[38,1]   0.06    0.21 0.32 -0.40 -0.23  0.02  0.29  0.63     2  3.71
U[38,2]   0.16    0.17 0.25 -0.36 -0.01  0.19  0.37  0.52     2  3.11
U[38,3]   0.00    0.12 0.21 -0.39 -0.16  0.00  0.16  0.36     3  1.69
U[38,4]   0.10    0.16 0.23 -0.23 -0.09  0.04  0.28  0.54     2  3.68
U[38,5]   0.20    0.13 0.19 -0.16  0.07  0.18  0.36  0.54     2  2.62
U[39,1]   0.07    0.15 0.21 -0.24 -0.13  0.04  0.24  0.42     2  4.15
U[39,2]   0.16    0.11 0.18 -0.21  0.03  0.17  0.31  0.43     3  3.16
U[39,3]  -0.08    0.20 0.29 -0.45 -0.33 -0.14  0.11  0.47     2  4.67
U[39,4]   0.00    0.11 0.16 -0.17 -0.11 -0.06  0.06  0.33     2  3.49
U[39,5]   0.17    0.02 0.07  0.02  0.13  0.17  0.21  0.33    16  1.37
U[40,1]  -0.02    0.06 0.09 -0.19 -0.10  0.00  0.05  0.11     2  2.20
U[40,2]   0.11    0.03 0.07 -0.03  0.06  0.11  0.15  0.27     5  1.52
U[40,3]  -0.01    0.02 0.07 -0.14 -0.06 -0.01  0.03  0.13    20  1.20
U[40,4]   0.04    0.11 0.16 -0.24 -0.04  0.07  0.16  0.29     2  4.11
U[40,5]  -0.03    0.04 0.07 -0.16 -0.08 -0.03  0.03  0.11     3  2.00
U[41,1]   0.02    0.07 0.10 -0.19 -0.05  0.04  0.09  0.19     2  2.40
U[41,2]   0.05    0.07 0.11 -0.16 -0.02  0.03  0.13  0.25     2  2.65
U[41,3]  -0.07    0.06 0.10 -0.25 -0.15 -0.09 -0.02  0.15     3  1.81
U[41,4]   0.06    0.06 0.10 -0.09 -0.01  0.04  0.13  0.25     2  2.41
U[41,5]  -0.03    0.05 0.08 -0.18 -0.09 -0.03  0.05  0.11     3  2.29
U[42,1]   0.03    0.08 0.13 -0.18 -0.10  0.07  0.13  0.24     2  3.58
U[42,2]   0.00    0.14 0.20 -0.31 -0.13 -0.01  0.13  0.34     2  5.58
U[42,3]  -0.04    0.03 0.07 -0.17 -0.08 -0.04  0.01  0.10     6  1.39
U[42,4]   0.07    0.10 0.15 -0.19 -0.06  0.11  0.19  0.26     2  4.83
U[42,5]   0.02    0.11 0.16 -0.25 -0.05  0.03  0.15  0.27     2  5.48
U[43,1]   0.01    0.10 0.15 -0.21 -0.14  0.01  0.16  0.23     2  3.99
U[43,2]  -0.12    0.04 0.07 -0.26 -0.17 -0.12 -0.08  0.02     3  1.99
U[43,3]   0.01    0.04 0.08 -0.13 -0.05  0.02  0.07  0.15     3  1.51
U[43,4]  -0.02    0.09 0.13 -0.17 -0.12 -0.07  0.07  0.21     2  4.64
U[43,5]  -0.05    0.08 0.12 -0.24 -0.14 -0.08  0.02  0.18     2  4.31
U[44,1]   0.01    0.10 0.14 -0.21 -0.13  0.01  0.10  0.25     2  3.82
U[44,2]   0.14    0.07 0.11 -0.09  0.06  0.17  0.23  0.31     2  2.50
U[44,3]  -0.04    0.05 0.09 -0.21 -0.09 -0.04  0.02  0.14     4  1.74
U[44,4]   0.08    0.14 0.20 -0.21 -0.09  0.09  0.26  0.36     2  7.14
U[44,5]   0.03    0.06 0.10 -0.13 -0.05  0.03  0.12  0.19     2  3.18
U[45,1]   0.03    0.07 0.11 -0.15 -0.05  0.02  0.14  0.22     2  4.26
U[45,2]   0.08    0.09 0.13 -0.14 -0.04  0.09  0.17  0.29     2  4.17
U[45,3]  -0.02    0.04 0.07 -0.18 -0.07 -0.01  0.04  0.13     4  1.69
U[45,4]   0.03    0.08 0.12 -0.17 -0.07  0.04  0.14  0.21     2  4.91
U[45,5]   0.08    0.05 0.08 -0.08  0.05  0.11  0.14  0.18     2  3.76
U[46,1]  -0.04    0.31 0.47 -0.74 -0.47 -0.05  0.46  0.63     2  4.56
U[46,2]   0.33    0.30 0.45 -0.52 -0.09  0.38  0.68  1.00     2  3.57
U[46,3]   0.50    0.41 0.61 -0.38 -0.12  0.70  1.06  1.34     2  4.75
U[46,4]  -0.26    0.30 0.45 -0.90 -0.59 -0.37  0.07  0.67     2  4.01
U[46,5]   0.39    0.30 0.43 -0.45  0.15  0.38  0.70  1.07     2  3.91
U[47,1]   0.02    0.14 0.23 -0.46 -0.13  0.01  0.23  0.41     3  2.88
U[47,2]   0.01    0.15 0.23 -0.46 -0.15  0.03  0.21  0.32     2  3.12
U[47,3]   0.06    0.19 0.28 -0.50 -0.11  0.15  0.25  0.40     2  3.10
U[47,4]   0.09    0.16 0.23 -0.25 -0.10  0.05  0.24  0.54     2  3.79
U[47,5]   0.08    0.12 0.19 -0.30 -0.06  0.13  0.23  0.36     2  2.53
U[48,1]  -0.02    0.06 0.09 -0.15 -0.09 -0.04  0.05  0.17     3  2.12
U[48,2]  -0.02    0.03 0.08 -0.18 -0.08 -0.02  0.03  0.13     5  1.65
U[48,3]  -0.02    0.02 0.07 -0.15 -0.07 -0.02  0.03  0.13    17  1.15
U[48,4]   0.03    0.02 0.05 -0.07  0.00  0.03  0.07  0.13     6  1.24
U[48,5]  -0.10    0.03 0.06 -0.20 -0.13 -0.10 -0.05  0.02     3  1.54
U[49,1]  -0.01    0.08 0.13 -0.18 -0.10 -0.04  0.11  0.21     2  3.10
U[49,2]  -0.14    0.07 0.11 -0.35 -0.21 -0.13 -0.06  0.10     3  2.25
U[49,3]   0.02    0.04 0.09 -0.16 -0.03  0.03  0.09  0.17     5  1.29
U[49,4]   0.03    0.06 0.10 -0.10 -0.05  0.02  0.10  0.23     2  2.63
U[49,5]  -0.13    0.08 0.12 -0.30 -0.22 -0.17 -0.06  0.13     2  3.36
U[50,1]  -0.07    0.18 0.30 -0.62 -0.29 -0.04  0.15  0.45     3  1.82
U[50,2]  -0.12    0.20 0.32 -0.74 -0.39 -0.05  0.13  0.44     3  2.20
U[50,3]   0.18    0.15 0.27 -0.45  0.01  0.23  0.38  0.60     3  1.46
U[50,4]  -0.11    0.04 0.17 -0.39 -0.24 -0.13  0.00  0.27    17  1.19
U[50,5]  -0.08    0.06 0.16 -0.39 -0.19 -0.09  0.02  0.24     9  1.20
U[51,1]  -0.01    0.07 0.11 -0.26 -0.08  0.02  0.08  0.15     3  3.66
U[51,2]   0.04    0.08 0.12 -0.17 -0.05  0.04  0.16  0.25     3  2.86
U[51,3]   0.05    0.11 0.16 -0.27 -0.03  0.12  0.17  0.24     2  3.49
U[51,4]   0.04    0.10 0.14 -0.14 -0.10  0.01  0.19  0.28     2  5.66
U[51,5]   0.01    0.06 0.09 -0.15 -0.07  0.03  0.08  0.17     3  3.25
U[52,1]  -0.03    0.09 0.14 -0.24 -0.17 -0.04  0.09  0.22     2  3.07
U[52,2]   0.06    0.07 0.11 -0.18 -0.02  0.07  0.14  0.24     3  2.34
U[52,3]  -0.04    0.07 0.11 -0.24 -0.14 -0.06  0.05  0.15     3  1.91
U[52,4]   0.00    0.12 0.17 -0.23 -0.13 -0.04  0.10  0.30     2  4.62
U[52,5]  -0.04    0.10 0.14 -0.28 -0.16 -0.05  0.08  0.18     2  4.34
U[53,1]  -0.04    0.05 0.09 -0.22 -0.12 -0.05  0.04  0.11     3  1.76
U[53,2]   0.10    0.10 0.16 -0.19 -0.05  0.12  0.22  0.40     2  2.40
U[53,3]   0.11    0.10 0.16 -0.22 -0.02  0.14  0.23  0.33     3  2.40
U[53,4]  -0.02    0.08 0.13 -0.29 -0.08  0.01  0.07  0.19     2  2.73
U[53,5]   0.02    0.10 0.15 -0.28 -0.07  0.07  0.12  0.21     2  3.39
U[54,1]   0.00    0.14 0.22 -0.43 -0.18  0.00  0.19  0.32     2  3.44
U[54,2]  -0.29    0.14 0.23 -0.63 -0.50 -0.26 -0.11  0.10     3  3.25
U[54,3]   0.14    0.24 0.35 -0.55 -0.09  0.31  0.38  0.49     2  4.74
U[54,4]   0.03    0.20 0.29 -0.33 -0.25  0.03  0.30  0.44     2  6.95
U[54,5]  -0.14    0.16 0.24 -0.50 -0.34 -0.17  0.05  0.28     2  4.49
U[55,1]  -0.01    0.06 0.11 -0.18 -0.08 -0.02  0.02  0.29     4  2.41
U[55,2]  -0.01    0.06 0.11 -0.20 -0.09 -0.03  0.08  0.20     3  2.02
U[55,3]  -0.05    0.12 0.18 -0.28 -0.19 -0.12  0.05  0.32     2  2.79
U[55,4]  -0.01    0.09 0.14 -0.25 -0.13 -0.02  0.13  0.18     2  3.08
U[55,5]  -0.06    0.05 0.09 -0.19 -0.14 -0.08  0.01  0.11     3  2.35
U[56,1]  -0.01    0.04 0.06 -0.16 -0.06  0.00  0.03  0.08     3  1.92
U[56,2]  -0.04    0.04 0.06 -0.15 -0.09 -0.04  0.02  0.07     3  1.78
U[56,3]   0.02    0.02 0.06 -0.08 -0.02  0.01  0.05  0.14     9  1.12
U[56,4]  -0.01    0.03 0.05 -0.12 -0.05 -0.01  0.04  0.08     3  1.82
U[56,5]  -0.05    0.01 0.04 -0.11 -0.08 -0.06 -0.03  0.01     7  1.22
U[57,1]   0.04    0.06 0.10 -0.10 -0.04  0.01  0.09  0.27     3  2.10
U[57,2]   0.02    0.04 0.10 -0.18 -0.04  0.03  0.08  0.24     5  1.47
U[57,3]  -0.02    0.07 0.13 -0.26 -0.12 -0.02  0.07  0.25     4  1.66
U[57,4]  -0.04    0.05 0.08 -0.20 -0.11 -0.06  0.02  0.12     3  1.62
U[57,5]   0.09    0.03 0.06 -0.04  0.05  0.09  0.13  0.21     4  1.42
U[58,1]   0.08    0.14 0.24 -0.37 -0.13  0.10  0.30  0.47     3  2.73
U[58,2]   0.00    0.12 0.22 -0.40 -0.15  0.04  0.17  0.34     3  1.84
